,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating
2109,300,No,Yes,1,3.8
2110,800,Yes,Yes,2,3.6
2111,2000,Yes,Yes,4,4.0
2112,1100,Yes,Yes,3,4.1
2113,700,No,Yes,2,4.1
2114,500,No,Yes,2,4.2
2115,500,No,Yes,2,4.2
2116,700,No,Yes,2,4.0
2117,500,No,No,2,3.0
2118,400,No,No,1,3.3
2119,700,No,Yes,2,2.7
2120,450,No,No,1,3.2
2121,300,No,No,1,3.2
2122,1000,No,No,3,3.4
2123,700,No,Yes,2,3.4
2124,1000,No,Yes,3,2.8
2125,600,No,Yes,2,2.8
2126,600,No,Yes,2,3.7
2127,300,No,Yes,1,3.7
2128,550,No,Yes,2,3.7
2129,250,No,Yes,1,3.7
2130,200,No,Yes,1,3.7
2131,300,No,No,1,3.7
2132,600,No,Yes,2,3.7
2133,150,No,No,1,3.5
2134,500,No,Yes,2,3.7
2135,600,No,No,2,3.8
2141,550,No,No,2,2.4
2142,1100,No,No,3,4.3
2143,1500,Yes,Yes,3,4.0
2144,600,No,Yes,2,4.0
2145,750,No,Yes,2,4.0
2146,400,No,Yes,1,4.0
2147,250,No,No,1,3.1
2148,500,No,No,2,3.1
2149,600,No,Yes,2,3.2
2150,400,No,No,1,3.0
2151,500,No,Yes,2,2.7
2152,700,No,Yes,2,3.1
2153,650,No,Yes,2,3.4
2154,700,No,Yes,2,3.4
2155,200,No,No,1,3.3
2156,400,No,No,1,3.0
2157,500,No,No,2,3.3
2158,600,No,No,2,2.6
2159,1200,No,Yes,3,3.4
2160,300,No,Yes,1,3.2
2161,850,No,Yes,2,3.6
2162,650,No,Yes,2,3.9
2163,300,No,Yes,1,2.2
2164,700,No,Yes,2,4.0
2165,2500,Yes,No,4,3.3
2166,2400,Yes,No,4,3.0
2167,2000,Yes,No,4,3.2
2168,2500,Yes,No,4,3.0
2169,1500,Yes,No,3,2.7
2170,800,Yes,No,2,3.0
2171,1600,Yes,No,3,3.0
2172,3000,No,No,4,3.2
2173,2500,Yes,No,4,3.6
2174,650,No,No,2,3.3
2175,3000,Yes,No,4,3.9
2176,3000,Yes,No,4,3.8
2177,3000,Yes,No,4,3.9
2178,3000,Yes,No,4,3.4
2179,3000,No,No,4,3.7
2180,2000,No,No,4,3.3
2181,3000,No,No,4,3.5
2182,400,No,Yes,1,3.7
2183,2500,Yes,No,4,3.5
2184,2500,Yes,No,4,3.8
2185,700,No,No,2,3.1
2186,2000,No,No,4,2.7
2187,600,No,No,2,2.8
2188,200,No,No,1,3.1
2189,200,No,Yes,1,3.3
2190,1000,No,Yes,3,2.7
2191,650,No,No,2,2.9
2192,800,Yes,No,2,3.1
2193,500,No,No,2,3.1
2194,700,No,Yes,2,3.3
2195,400,No,Yes,1,3.0
2196,500,No,No,2,3.3
2197,150,No,No,1,2.9
2222,400,No,Yes,1,3.1
2223,600,No,Yes,2,3.5
2224,750,No,No,2,3.7
2227,500,No,No,2,2.9
2228,600,No,No,2,2.8
2229,450,No,No,1,3.1
2230,600,No,No,2,3.2
2231,600,No,No,2,2.9
2232,600,No,No,2,3.4
2233,300,No,No,1,3.0
2234,500,No,No,2,3.3
2235,300,No,No,1,3.2
2236,400,No,Yes,1,3.2
2237,500,No,No,2,3.3
2238,400,No,Yes,1,2.7
2239,200,No,No,1,2.5
2240,700,No,Yes,2,3.2
2241,600,No,Yes,2,3.9
2242,400,No,Yes,1,3.8
2243,550,No,No,2,3.6
2244,500,No,Yes,2,3.7
2245,500,Yes,No,2,3.6
2246,1300,Yes,Yes,3,3.5
2247,800,Yes,No,2,3.6
2251,200,No,Yes,1,2.4
2252,3500,Yes,No,4,3.8
2253,4000,Yes,No,4,4.0
2254,600,No,No,2,2.9
2255,200,No,No,1,2.8
2256,250,No,No,1,2.9
2257,250,No,Yes,1,2.7
2258,400,No,No,1,2.8
2259,150,No,Yes,1,2.9
2261,250,No,No,1,2.9
2262,700,No,Yes,2,3.3
2263,150,No,Yes,1,3.4
2264,200,No,No,1,3.2
2265,400,No,Yes,1,3.0
2266,550,No,Yes,2,3.1
2267,400,No,No,1,2.7
2268,200,No,No,1,2.9
2269,650,No,No,2,3.1
2270,200,No,No,1,3.5
2271,600,No,Yes,2,3.6
2272,250,No,Yes,1,3.6
2273,500,No,Yes,2,3.6
2274,400,No,No,1,3.7
2276,400,No,Yes,1,2.4
2277,400,No,Yes,1,2.2
2278,1300,Yes,No,3,3.2
2279,800,No,No,3,4.6
2280,1400,No,No,3,3.9
2281,600,No,No,2,4.7
2282,500,No,No,2,4.1
2283,1400,No,No,3,4.2
2284,750,No,No,3,4.1
2285,1300,No,No,3,4.4
2286,1650,No,No,4,4.4
2287,500,No,No,2,4.1
2288,500,No,No,2,4.0
2289,1500,No,No,4,4.9
2290,800,No,No,3,3.6
2291,300,No,No,1,3.6
2292,400,No,No,2,4.1
2293,500,No,No,2,4.2
2294,500,No,No,2,4.1
2295,850,No,No,3,4.1
2296,600,No,No,2,4.3
2297,1000,No,No,3,4.0
2298,700,No,No,2,4.3
2299,700,No,No,2,4.3
2300,1500,Yes,Yes,3,4.3
2301,1500,No,No,3,4.9
2302,1800,Yes,Yes,3,4.7
2303,1500,Yes,No,3,3.8
2304,1800,No,Yes,3,4.6
2305,700,Yes,Yes,2,4.0
2306,1900,Yes,No,3,4.3
2307,1500,No,No,3,4.9
2308,600,No,No,2,4.8
2309,1400,No,No,3,4.2
2310,1200,Yes,No,3,4.2
2311,2000,Yes,Yes,4,4.4
2312,1200,Yes,No,3,4.1
2313,1100,Yes,No,3,4.1
2314,1800,No,Yes,3,4.2
2315,500,No,No,2,4.7
2316,1100,No,Yes,3,3.9
2317,1400,Yes,No,3,4.1
2318,1300,No,No,3,3.7
2319,850,No,No,3,4.1
2320,250,No,No,1,4.1
2321,1950,No,No,4,4.1
2322,700,No,No,2,3.9
2323,1000,No,No,3,4.2
2324,1200,No,No,3,4.0
2325,800,No,No,3,3.8
2326,850,No,No,3,4.0
2327,2000,No,No,4,3.8
2328,1500,No,No,4,4.3
2329,650,No,No,2,3.1
2330,700,No,No,2,3.9
2331,650,No,No,2,3.8
2332,500,No,No,2,3.9
2333,1500,No,No,4,4.0
2334,400,No,No,2,4.3
2335,1100,No,No,3,4.1
2336,500,No,No,2,4.3
2337,800,No,No,3,4.0
2338,750,No,Yes,2,4.7
2339,1650,No,No,3,3.9
2340,1400,No,Yes,3,4.0
2341,750,No,Yes,2,4.4
2342,1300,No,Yes,3,4.4
2343,1000,No,No,3,4.0
2344,1600,No,No,3,4.3
2345,1500,No,No,3,3.9
2346,1000,No,Yes,3,4.2
2347,1800,No,No,3,4.0
2348,2300,No,No,4,4.5
2349,2500,No,No,4,4.3
2350,2000,No,Yes,4,4.9
2351,650,No,Yes,2,4.2
2352,700,No,No,2,4.1
2353,800,No,Yes,2,4.3
2354,1500,No,No,3,4.3
2355,1000,No,No,3,2.6
2356,1200,No,Yes,3,3.9
2357,800,No,Yes,2,3.7
2358,550,No,No,2,3.3
2359,800,No,No,3,3.3
2360,400,No,No,2,3.9
2361,1000,No,No,3,4.0
2362,1500,No,No,4,4.0
2363,600,No,No,2,3.5
2364,0,No,No,1,3.6
2365,500,No,No,2,3.9
2366,500,No,No,2,4.1
2367,1000,No,No,3,4.1
2368,0,No,No,1,3.9
2369,1500,No,No,4,3.9
2370,1000,No,No,3,3.8
2371,1500,No,No,4,4.3
2372,350,No,No,2,3.4
2373,850,No,No,3,3.6
2374,350,No,No,2,4.1
2375,3000,No,No,4,3.9
2376,1500,No,No,4,3.7
2377,1400,No,No,3,4.0
2378,1000,No,No,3,4.6
2379,350,No,No,1,3.8
2380,600,No,Yes,2,4.4
2381,600,No,No,2,4.2
2382,1000,No,No,3,4.2
2383,1500,No,No,3,4.5
2384,800,No,No,2,3.7
2385,400,No,Yes,1,4.0
2386,1000,No,Yes,3,3.7
2387,550,No,No,2,3.7
2388,400,No,No,1,4.0
2389,700,No,Yes,2,4.4
2390,800,No,No,2,4.0
2391,650,No,Yes,2,4.2
2392,900,No,No,2,4.3
2393,650,No,No,2,4.2
2394,400,No,No,1,3.5
2395,1000,No,No,3,4.3
2396,700,No,No,2,4.3
2397,600,No,No,2,3.6
2398,1400,No,Yes,3,4.6
2399,1200,No,Yes,3,4.2
2400,1200,No,No,3,4.8
2401,1000,No,No,3,3.9
2402,1000,Yes,Yes,3,4.4
2403,1200,Yes,No,3,4.2
2404,1400,Yes,No,3,4.4
2405,1800,Yes,Yes,3,4.0
2406,800,No,No,2,4.2
2407,800,Yes,Yes,2,4.6
2408,1500,Yes,No,3,3.9
2409,1600,No,No,3,4.9
2410,1050,No,Yes,3,3.5
2411,900,No,Yes,2,4.2
2412,1000,No,Yes,3,4.3
2413,1900,No,No,3,4.4
2414,1600,No,No,3,4.9
2415,1500,Yes,No,3,3.6
2416,1600,Yes,No,3,4.1
2417,1000,Yes,No,3,4.0
2418,300,No,No,1,4.9
2419,200,No,No,1,4.5
2420,800,No,No,3,4.6
2421,650,No,No,2,3.5
2422,450,No,No,2,3.9
2423,1000,No,No,3,3.7
2424,1100,No,No,3,3.9
2425,450,No,No,2,4.3
2426,1200,No,No,3,4.2
2427,400,No,No,2,4.1
2428,1000,No,No,3,4.1
2429,1300,No,No,3,4.3
2430,1000,No,No,3,4.3
2431,1000,No,No,3,4.0
2432,400,No,No,2,4.4
2433,400,No,No,2,4.1
2434,1100,No,No,3,4.2
2435,2000,No,No,4,4.2
2436,1600,No,No,4,4.7
2437,1000,No,No,3,4.2
2438,700,No,No,2,4.0
2439,800,No,No,2,3.6
2440,1500,No,No,3,3.5
2441,1400,No,No,3,4.1
2442,400,No,No,1,3.9
2443,1400,No,No,3,4.2
2444,800,No,No,2,3.7
2445,1300,No,No,3,3.9
2446,1500,No,No,3,4.1
2447,2000,No,No,4,4.3
2448,700,No,No,2,3.6
2449,1200,No,No,3,3.8
2450,1100,No,No,3,4.4
2451,800,No,No,2,4.2
2452,1200,No,No,3,4.4
2453,1000,No,No,3,3.5
2454,1400,No,No,3,3.9
2455,800,No,No,2,4.2
2456,800,No,No,2,4.6
2457,1600,No,No,3,3.8
2458,1500,No,No,3,3.9
2459,600,No,No,2,3.6
2460,200,No,No,1,3.9
2461,900,No,No,3,3.8
2462,700,No,No,2,3.7
2463,600,No,No,2,3.5
2464,1000,No,No,3,3.7
2465,800,No,No,3,3.8
2466,700,No,No,2,3.6
2467,500,No,No,2,4.2
2468,1500,No,No,4,3.5
2469,500,No,No,2,3.6
2470,750,No,No,3,3.9
2471,600,No,No,2,3.5
2472,1000,No,No,3,3.7
2473,1600,No,No,4,3.7
2474,800,No,No,3,4.1
2475,1000,No,No,3,3.7
2476,700,No,No,2,3.8
2477,700,No,No,2,3.9
2478,500,No,No,2,3.7
2479,550,No,Yes,2,4.3
2480,800,No,No,2,4.0
2481,1000,No,No,3,4.0
2482,850,Yes,No,2,3.4
2483,1000,Yes,Yes,3,4.7
2484,1500,No,No,3,4.2
2485,1000,Yes,Yes,3,4.1
2486,1100,No,No,3,3.8
2487,1000,Yes,No,3,3.8
2488,700,No,Yes,2,3.9
2489,1500,No,No,3,4.3
2490,1500,No,Yes,3,4.2
2491,1000,Yes,No,3,3.9
2492,800,No,Yes,2,4.5
2493,500,No,No,2,4.6
2494,1500,Yes,No,3,3.9
2495,1500,No,No,3,4.9
2496,1000,Yes,No,3,3.8
2497,1200,No,No,3,4.0
2498,1000,Yes,Yes,3,4.1
2499,1000,Yes,Yes,3,3.6
2500,290,No,No,1,3.4
2501,900,No,No,3,3.7
2502,800,No,No,3,3.9
2503,300,No,No,1,4.2
2504,500,No,No,2,3.7
2505,400,No,No,2,3.5
2506,650,No,No,2,3.7
2507,1700,No,No,4,3.8
2508,500,No,No,2,3.5
2509,1600,No,No,4,4.0
2510,700,No,No,2,4.0
2511,700,No,No,2,3.5
2512,1000,No,No,3,3.7
2513,1500,No,No,4,3.3
2514,650,No,No,2,3.6
2515,700,No,No,2,3.6
2516,650,No,No,2,3.8
2517,550,No,No,2,3.7
2518,1000,No,No,3,3.6
2519,1200,No,No,3,3.7
2520,500,No,No,2,3.3
2521,250,No,No,1,3.8
2522,250,No,No,1,3.9
2523,500,No,Yes,2,4.0
2524,550,No,Yes,2,4.3
2525,400,No,Yes,2,3.7
2526,550,No,Yes,2,4.0
2527,600,No,Yes,2,4.2
2528,1100,No,No,3,4.3
2529,350,No,No,2,3.9
2530,250,No,Yes,1,3.9
2531,750,No,Yes,3,4.0
2532,1200,No,Yes,3,4.4
2533,600,No,No,2,4.5
2534,1000,No,No,3,4.0
2535,1300,No,Yes,3,4.2
2536,1600,No,No,4,4.9
2537,550,No,Yes,2,2.2
2538,1000,No,No,3,4.0
2539,1000,No,No,3,3.8
2540,400,No,No,2,3.8
2541,1000,No,No,4,3.6
2542,600,No,No,3,3.6
2543,800,No,No,3,3.5
2544,400,No,No,2,3.6
2545,1500,No,No,4,3.8
2546,150,No,No,1,3.4
2547,600,No,No,3,3.4
2548,700,No,No,3,3.4
2549,600,No,No,3,3.3
2550,800,No,No,3,3.4
2551,400,No,No,2,3.5
2552,500,No,No,3,3.7
2553,500,No,No,3,3.5
2554,1100,No,No,4,3.8
2555,800,No,No,3,3.0
2556,1000,No,No,4,3.3
2557,400,No,No,2,3.5
2558,100,No,No,1,3.9
2559,900,No,No,3,3.4
2561,350,No,Yes,1,3.2
2562,1500,Yes,Yes,3,3.4
2563,500,No,No,2,2.6
2564,500,No,Yes,2,3.4
2565,400,No,No,1,3.1
2566,400,No,Yes,1,2.7
2567,450,No,Yes,1,2.6
2568,300,No,Yes,1,3.7
2569,1500,Yes,Yes,3,3.5
2570,500,No,No,2,2.2
2571,1600,Yes,No,3,4.0
2572,1200,Yes,No,3,4.2
2573,1500,Yes,Yes,3,4.2
2574,600,No,No,2,3.2
2575,800,Yes,Yes,2,3.4
2576,700,No,No,2,2.8
2577,1000,Yes,Yes,3,3.7
2578,550,No,No,2,3.2
2579,900,Yes,No,2,3.2
2582,1000,Yes,Yes,3,2.6
2583,200,No,No,1,3.3
2584,1500,Yes,Yes,3,3.2
2585,400,No,No,1,3.4
2586,900,Yes,Yes,2,3.3
2587,1000,No,Yes,3,2.6
2588,300,No,No,1,3.7
2589,500,No,Yes,2,2.2
2590,400,No,No,1,2.9
2591,200,No,No,1,3.3
2592,450,No,No,1,3.2
2593,400,No,No,1,3.4
2594,400,No,No,1,3.0
2595,150,No,No,1,2.7
2596,350,No,No,1,3.2
2597,600,No,Yes,2,3.0
2598,300,No,Yes,1,2.5
2599,800,No,Yes,2,3.2
2600,600,No,No,2,3.2
2601,400,No,No,1,3.1
2602,450,No,No,1,2.9
2603,200,No,No,1,3.2
2604,150,No,No,1,3.3
2605,500,No,Yes,2,2.5
2606,250,No,No,1,2.9
2607,500,No,Yes,2,2.8
2608,450,No,No,1,3.4
2609,600,No,Yes,2,3.9
2610,800,No,No,2,3.9
2611,250,No,No,1,3.6
2612,650,No,Yes,2,3.6
2621,800,No,Yes,2,2.4
2622,600,No,Yes,2,2.5
2623,800,No,Yes,2,3.1
2624,500,No,Yes,2,3.2
2625,700,No,No,2,2.6
2626,800,Yes,Yes,2,3.5
2627,2200,Yes,No,4,3.6
2628,2200,Yes,No,4,3.6
2629,500,No,No,2,3.9
2630,600,No,No,2,3.5
2631,700,No,Yes,2,3.7
2632,700,No,No,2,3.7
2633,1500,Yes,Yes,3,4.2
2634,450,No,No,1,3.4
2635,1400,Yes,Yes,3,4.2
2636,200,No,No,1,2.8
2637,400,No,No,1,3.1
2638,150,No,No,1,2.8
2639,500,No,No,2,3.3
2640,200,No,No,1,3.1
2641,400,No,No,1,3.0
2642,650,No,No,2,3.4
2643,500,No,No,2,3.4
2644,250,No,No,1,3.1
2645,400,No,Yes,1,3.3
2646,600,No,No,2,2.9
2647,200,No,No,1,2.8
2648,250,No,No,1,3.3
2649,600,No,No,2,2.8
2650,400,No,No,1,2.8
2651,200,No,No,1,3.2
2652,650,No,No,2,3.0
2653,500,No,Yes,2,3.6
2654,350,No,Yes,1,3.5
2655,650,No,Yes,2,3.5
2656,400,No,Yes,1,3.6
2657,250,No,No,1,3.7
2658,300,No,No,1,3.7
2659,250,No,No,1,3.8
2660,300,No,No,1,3.6
2661,350,No,Yes,1,3.6
2662,1000,No,Yes,3,3.9
2678,1500,Yes,No,3,3.0
2679,500,No,Yes,2,3.4
2680,800,No,Yes,2,3.2
2681,1600,Yes,No,3,3.4
2682,2500,Yes,No,4,3.6
2683,1500,Yes,No,3,3.9
2684,1800,No,No,3,4.4
2685,1500,No,Yes,3,4.0
2686,1400,No,No,3,4.1
2687,500,No,No,2,3.1
2688,350,No,No,1,3.1
2689,500,No,No,2,3.0
2691,350,No,Yes,1,2.8
2692,200,No,No,1,2.8
2693,500,No,No,2,2.8
2694,600,No,No,2,3.4
2695,200,No,No,1,3.2
2696,200,No,No,1,3.0
2697,400,No,No,1,2.7
2698,200,No,Yes,1,3.4
2699,1000,Yes,No,3,2.7
2700,450,No,No,1,3.0
2701,150,No,No,1,3.4
2702,300,No,No,1,3.2
2703,500,No,No,2,3.0
2704,700,No,No,2,3.0
2705,650,No,No,2,3.2
2706,300,No,No,1,3.1
2707,700,No,Yes,2,3.5
2708,350,No,Yes,1,3.7
2709,400,No,No,1,3.5
2726,100,No,No,1,2.4
2727,300,No,Yes,1,2.9
2728,1000,No,Yes,3,3.4
2729,600,No,Yes,2,2.7
2730,1200,Yes,No,3,3.3
2731,350,No,Yes,1,2.6
2732,550,No,Yes,2,2.5
2733,1300,Yes,Yes,3,3.9
2734,250,No,No,1,3.5
2735,1300,Yes,No,3,3.6
2736,1800,Yes,No,3,3.9
2737,200,No,No,1,3.7
2738,200,No,No,1,3.9
2739,1200,Yes,Yes,3,3.9
2740,500,No,Yes,2,3.5
2741,300,No,No,1,3.0
2742,500,No,No,2,3.1
2743,300,No,No,1,3.3
2744,700,No,No,2,3.2
2745,500,No,No,2,3.4
2746,600,No,No,2,3.3
2747,500,No,No,2,3.3
2748,750,No,No,2,3.6
2749,400,No,Yes,1,3.6
2750,600,No,No,2,3.5
2751,350,No,Yes,1,4.0
2752,550,No,No,2,3.2
2753,400,No,Yes,1,3.4
2754,450,No,No,1,2.9
2755,600,No,Yes,2,3.4
2756,600,No,Yes,2,2.8
2757,200,No,No,1,3.0
2758,600,No,Yes,2,3.3
2759,550,No,Yes,2,3.1
2760,400,No,No,1,3.6
2761,800,Yes,No,2,3.7
2762,300,No,No,1,3.8
2767,750,No,Yes,2,2.3
2768,450,No,No,1,3.2
2769,400,No,No,1,2.9
2770,700,No,No,2,3.3
2771,1200,Yes,No,3,2.9
2772,1000,No,Yes,3,3.1
2773,800,No,No,2,3.0
2774,300,No,Yes,1,2.8
2775,1700,No,Yes,3,3.3
2776,450,No,Yes,1,3.5
2777,1300,Yes,Yes,3,3.7
2778,600,No,Yes,2,3.7
2779,1000,Yes,Yes,3,3.5
2780,500,No,Yes,2,3.5
2781,1300,Yes,Yes,3,3.5
2782,1800,Yes,No,3,2.4
2783,1000,Yes,Yes,3,2.9
2784,1500,Yes,Yes,3,3.4
2785,1100,Yes,Yes,3,3.6
2786,1500,Yes,No,3,2.7
2787,300,No,Yes,1,2.6
2788,2000,Yes,No,4,3.2
2789,200,No,No,1,2.8
2790,1100,No,Yes,3,2.5
2791,250,No,No,1,2.8
2792,250,No,No,1,3.0
2793,150,No,No,1,3.1
2794,700,No,No,2,2.4
2795,400,No,Yes,1,2.4
2797,850,No,Yes,2,3.3
2798,600,No,No,2,2.9
2799,700,No,No,2,2.7
2800,700,No,No,2,2.9
2801,450,No,No,1,3.4
2802,450,No,No,1,3.0
2803,800,Yes,No,2,3.2
2804,450,No,No,1,2.7
2805,800,Yes,No,2,2.9
2806,800,No,No,2,3.4
2807,700,No,No,2,2.8
2808,900,Yes,No,2,3.2
2809,600,No,No,2,3.0
2810,200,No,No,1,2.8
2811,1650,Yes,No,3,2.9
2812,500,No,No,2,2.9
2813,900,No,No,2,3.4
2814,700,No,No,2,3.2
2815,700,No,No,2,3.1
2816,700,No,No,2,3.0
2817,600,No,No,2,3.4
2818,300,No,No,1,3.4
2819,800,Yes,Yes,2,3.7
2820,400,No,No,1,3.7
2821,450,No,No,1,3.5
2822,600,No,No,2,3.5
2827,1600,Yes,No,3,2.4
2828,500,No,No,2,2.1
2829,200,No,No,1,3.3
2830,150,No,No,1,3.1
2831,700,No,No,2,3.0
2832,200,No,No,1,3.2
2833,300,No,No,1,2.9
2834,500,No,No,2,3.1
2835,400,No,No,1,3.0
2836,300,No,No,1,3.4
2837,150,No,No,1,3.0
2838,300,No,No,1,3.1
2839,150,No,No,1,3.2
2840,100,No,No,1,3.2
2841,300,No,No,1,3.0
2842,550,No,No,2,2.8
2843,200,No,No,1,3.1
2844,400,No,No,1,3.2
2845,350,No,No,1,2.5
2846,250,No,No,1,3.0
2847,300,No,No,1,2.8
2848,450,No,No,1,2.9
2849,100,No,No,1,3.3
2850,500,No,No,2,3.0
2851,500,No,No,2,3.0
2852,300,No,No,1,3.4
2853,100,No,No,1,3.0
2854,50,No,No,1,3.2
2855,150,No,No,1,3.0
2856,150,No,No,1,3.2
2857,100,No,No,1,3.4
2858,150,No,No,1,2.9
2859,100,No,No,1,3.0
2860,100,No,No,1,3.0
2861,100,No,No,1,3.2
2862,100,No,No,1,3.4
2863,400,No,No,1,3.1
2864,400,No,No,1,2.9
2865,300,No,No,1,3.0
2866,250,No,No,1,2.9
2867,100,No,No,1,3.1
2868,450,No,No,1,2.8
2869,550,No,No,2,3.3
2870,200,No,No,1,3.7
2871,100,No,No,1,3.8
2872,100,No,No,1,3.8
2873,150,No,No,1,3.7
2874,150,No,No,1,3.8
2875,600,No,No,2,3.9
2876,300,No,No,1,3.9
2877,100,No,No,1,3.7
2878,400,No,No,1,3.7
2879,150,No,No,1,3.6
2880,100,No,No,1,3.9
2881,100,No,No,1,3.9
2882,150,No,No,1,3.6
2883,150,No,No,1,3.6
2884,100,No,No,1,3.8
2885,100,No,No,1,3.5
2886,200,No,No,1,3.5
2899,200,No,No,1,4.2
2900,150,No,No,1,4.3
2901,50,No,Yes,1,4.1
2902,3000,No,No,4,4.4
2903,100,No,No,1,3.1
2904,200,No,No,1,4.5
2905,100,No,No,1,3.6
2906,300,No,No,1,3.9
2907,300,No,No,1,3.6
2908,100,No,No,1,3.6
2909,200,No,No,1,3.6
2910,150,No,No,1,3.7
2911,100,No,No,1,3.7
2912,100,No,No,1,4.1
2913,150,No,No,1,4.1
2914,150,No,No,1,4.1
2915,500,No,Yes,2,2.7
2916,300,No,No,1,3.1
2917,800,Yes,No,2,3.0
2918,500,No,No,2,3.2
2919,300,No,No,1,2.7
2920,1000,Yes,Yes,3,3.0
2921,250,No,No,1,3.3
2922,500,No,Yes,2,3.4
2923,150,No,No,1,3.2
2924,400,No,No,1,2.7
2925,600,No,Yes,2,2.9
2926,500,No,Yes,2,2.9
2927,300,No,No,1,3.4
2928,400,No,No,1,2.7
2929,250,No,No,1,3.3
2930,500,No,No,2,3.2
2931,300,No,Yes,1,3.3
2932,500,No,No,2,2.7
2933,600,No,Yes,2,2.5
2934,550,No,No,2,2.7
2935,250,No,No,1,3.1
2936,350,No,Yes,1,2.6
2937,1000,No,No,3,3.1
2938,500,No,Yes,2,2.9
2939,250,No,No,1,3.2
2940,1200,Yes,No,3,3.2
2941,150,No,No,1,3.2
2942,150,No,No,1,3.7
2943,100,No,No,1,3.6
2944,100,No,Yes,1,3.8
2945,100,No,No,1,3.7
2946,600,No,Yes,2,3.9
2947,500,No,Yes,2,3.6
2948,650,No,Yes,2,3.5
2949,100,No,No,1,3.7
2960,600,No,Yes,2,2.4
2961,600,No,Yes,2,2.3
2962,1200,Yes,No,3,3.4
2963,1300,Yes,Yes,3,2.8
2964,2000,Yes,No,4,3.2
2965,1450,Yes,No,3,3.5
2966,600,No,Yes,2,3.1
2967,300,No,No,1,3.2
2968,1200,Yes,Yes,3,3.0
2969,400,No,No,1,3.0
2970,150,No,No,1,3.0
2971,1200,Yes,No,3,3.5
2972,300,No,No,1,3.6
2980,1500,Yes,No,3,4.0
2981,400,No,No,1,3.1
2982,300,No,Yes,1,3.3
2983,600,No,No,2,2.8
2984,400,No,No,1,2.8
2985,750,No,No,2,3.2
2986,450,No,No,1,2.9
2987,300,No,No,1,2.8
2988,600,No,Yes,2,3.2
2989,1600,Yes,Yes,3,2.5
2990,500,No,No,2,3.2
2991,500,No,No,2,2.9
2992,200,No,No,1,2.8
2993,450,No,No,1,3.0
2994,600,No,No,2,3.1
2995,150,No,No,1,3.5
2996,1400,Yes,Yes,3,3.7
2997,2400,Yes,Yes,4,3.9
2999,1800,Yes,Yes,3,2.6
3000,1300,Yes,No,3,2.9
3001,450,No,Yes,1,3.4
3002,1350,Yes,No,3,3.1
3003,600,No,No,2,3.4
3004,400,No,Yes,1,3.2
3005,1300,No,Yes,3,3.4
3006,1600,No,Yes,3,3.0
3007,200,No,No,1,3.3
3008,1000,No,No,3,2.7
3009,1000,No,No,3,2.5
3010,600,No,Yes,2,3.4
3011,1100,Yes,No,3,3.2
3012,1500,No,No,3,4.7
3013,150,No,Yes,1,4.9
3014,1800,Yes,Yes,3,4.7
3015,550,No,No,2,3.6
3016,1100,Yes,Yes,3,3.9
3017,1100,No,No,3,3.7
3018,500,No,Yes,2,3.8
3019,500,No,Yes,2,3.6
3020,700,No,No,2,3.6
3021,1500,No,Yes,3,3.7
3022,1200,Yes,No,3,3.7
3023,1200,Yes,No,3,3.7
3024,800,No,No,2,3.6
3025,1400,No,Yes,3,3.9
3026,500,No,No,2,3.9
3027,400,No,Yes,1,3.9
3028,1700,Yes,Yes,3,3.9
3029,1800,Yes,No,3,3.9
3030,1400,Yes,Yes,3,3.9
3031,700,No,No,2,3.7
3032,600,No,Yes,2,3.8
3033,600,No,No,2,3.9
3034,2000,Yes,Yes,4,3.5
3035,1200,Yes,No,3,3.9
3036,600,No,Yes,2,3.7
3037,550,No,No,2,3.9
3038,1300,Yes,Yes,3,3.7
3039,250,No,Yes,1,3.8
3040,1200,Yes,No,3,3.8
3041,600,No,No,2,3.5
3042,600,No,Yes,2,3.5
3043,500,No,Yes,2,3.7
3044,650,No,Yes,2,3.7
3045,1600,No,No,3,3.9
3046,450,No,Yes,1,3.7
3047,1200,Yes,Yes,3,3.7
3048,1500,Yes,No,3,3.6
3049,2200,No,No,4,3.9
3050,500,No,No,2,3.8
3051,500,No,No,2,3.7
3052,400,No,No,1,3.5
3053,1400,Yes,No,3,3.9
3054,650,No,Yes,2,3.9
3055,1000,No,No,3,3.7
3056,1200,No,Yes,3,3.7
3057,900,No,No,2,3.8
3058,1400,Yes,No,3,3.8
3059,1700,No,No,3,3.8
3060,2400,No,No,4,3.8
3061,1000,No,Yes,3,3.6
3062,1000,No,Yes,3,3.5
3063,1100,Yes,No,3,3.7
3064,5000,No,No,4,3.6
3065,1100,Yes,Yes,3,3.7
3066,1700,Yes,No,3,3.5
3067,950,No,Yes,2,3.6
3068,1350,Yes,Yes,3,3.5
3069,600,No,Yes,2,3.5
3070,400,No,No,1,3.7
3071,300,No,No,1,3.6
3072,2800,Yes,No,4,3.5
3073,700,No,No,2,3.8
3074,500,No,Yes,2,3.5
3075,1600,Yes,No,3,3.7
3076,1200,No,Yes,3,3.5
3077,1200,Yes,No,3,3.9
3078,1250,Yes,No,3,3.8
3079,1500,Yes,No,3,3.9
3080,1500,Yes,No,3,3.9
3081,1400,Yes,No,3,3.5
3082,450,No,Yes,1,3.9
3083,1600,Yes,No,3,3.9
3084,1600,Yes,Yes,3,3.9
3085,1500,No,No,3,3.7
3086,1800,No,No,3,3.9
